0	7
0	11
0	44
0	66
0	72
0	87
0	106
0	109
0	110
0	112
0	113
1	2
1	22
1	31
1	49
1	99
1	106
1	110
1	124
2	4
2	8
2	19
2	25
2	28
2	91
2	95
2	116
3	4
3	8
3	21
3	27
3	42
3	85
3	94
3	115
3	120
3	143
4	7
4	13
4	21
4	32
4	41
4	70
4	90
4	111
4	113
4	117
4	144
5	39
5	66
5	128
5	143
5	149
6	49
6	56
6	57
6	62
6	109
6	139
7	10
7	16
7	21
7	70
7	78
7	93
7	95
7	127
7	131
7	137
8	19
8	20
8	22
8	48
8	64
8	92
8	109
8	141
8	142
9	47
9	99
9	109
9	114
9	117
9	142
10	18
10	50
10	66
10	90
10	113
10	120
10	131
10	142
11	55
11	60
11	76
11	91
11	127
12	30
12	68
12	70
12	117
12	139
13	33
13	42
13	54
13	60
13	94
13	105
14	19
14	39
14	105
14	109
14	114
14	124
14	131
14	141
14	146
15	23
15	34
15	65
15	87
15	99
15	113
15	125
16	29
16	42
16	138
16	142
16	143
16	148
17	42
17	49
17	80
17	100
17	107
17	129
18	26
18	31
18	95
18	111
18	140
18	141
19	44
19	76
20	42
20	108
20	128
20	147
21	41
21	59
21	106
21	128
21	134
22	23
22	55
22	75
22	93
22	122
22	126
22	138
22	144
23	35
23	50
23	111
23	120
24	47
24	51
24	130
25	27
25	67
25	72
25	85
25	118
25	131
25	146
26	54
26	72
26	80
26	141
27	28
27	40
27	46
27	100
27	106
27	110
27	114
27	124
27	142
28	34
28	75
28	90
28	111
28	122
29	64
29	72
29	106
29	122
29	133
29	147
30	54
30	101
30	120
30	128
30	134
31	55
31	64
31	83
31	95
31	108
31	131
31	141
31	142
32	42
32	74
32	86
32	95
32	99
32	110
32	113
32	115
32	128
32	133
33	66
33	73
33	92
33	114
33	129
33	131
34	47
34	67
34	75
34	91
34	99
34	133
35	90
35	97
35	109
35	111
35	114
35	120
35	125
35	129
35	135
36	37
36	39
36	60
36	89
36	94
36	116
36	146
37	42
37	66
37	79
37	90
37	113
37	131
37	132
37	135
37	144
38	42
38	63
38	102
38	112
38	119
38	131
39	108
39	119
39	141
40	56
40	63
40	118
41	49
41	67
41	96
41	120
41	142
41	145
42	49
42	53
42	59
42	120
42	129
42	147
43	61
43	67
43	82
43	110
43	112
43	135
43	140
44	48
44	50
44	61
44	63
44	121
44	128
44	132
44	134
45	67
45	72
45	90
45	101
46	56
46	79
46	87
46	103
46	124
46	141
47	72
47	73
47	89
47	132
48	52
48	61
48	128
48	137
48	140
48	143
49	65
49	80
49	93
49	106
49	123
50	78
50	86
50	91
50	93
50	100
50	102
50	142
51	67
51	68
51	71
51	86
51	94
51	101
51	112
52	55
52	60
52	76
52	78
52	99
52	106
52	108
52	115
52	126
52	143
52	146
52	147
53	95
53	102
54	56
54	108
54	112
55	89
55	91
55	110
55	127
55	130
55	149
56	102
56	125
57	74
57	84
57	86
57	100
57	103
57	123
57	126
58	66
58	88
58	97
58	106
58	126
58	149
59	70
59	79
59	109
59	120
59	138
60	70
60	104
60	113
60	140
61	74
61	108
61	130
62	78
62	79
62	96
62	115
62	123
62	124
62	126
62	133
62	145
63	96
63	121
63	125
63	147
64	67
64	102
64	120
64	126
64	134
64	138
64	139
65	137
66	72
66	76
66	113
66	129
66	140
67	78
67	98
67	139
67	149
68	74
68	129
68	140
69	108
69	131
69	145
70	80
70	95
70	107
70	112
71	74
71	94
71	97
71	114
71	128
72	81
72	85
72	102
72	124
72	127
72	128
72	135
72	139
73	74
73	89
74	87
74	108
74	115
75	77
75	83
75	94
75	103
75	110
75	131
76	77
76	114
76	125
76	139
77	106
77	117
77	121
77	140
78	99
78	105
78	116
78	118
79	82
79	91
79	106
80	145
82	86
82	136
83	89
83	92
83	99
83	111
83	130
84	96
84	114
85	100
85	133
86	132
87	112
87	128
87	129
87	139
88	89
88	96
88	118
88	122
89	106
90	105
90	119
90	136
91	106
91	109
91	130
92	121
92	131
93	129
94	121
94	137
94	146
95	104
95	108
95	133
96	114
96	120
96	136
97	125
97	129
98	102
98	104
99	101
99	102
100	102
101	111
101	128
102	111
103	107
103	136
104	107
104	123
105	119
105	132
105	140
106	125
106	139
108	112
108	127
108	128
109	114
109	116
109	129
109	148
110	112
110	118
110	132
110	138
111	141
112	115
112	116
112	131
113	124
113	149
114	122
114	132
115	124
115	144
115	145
116	135
117	119
119	127
119	143
120	128
121	129
122	135
126	139
126	148
127	132
127	134
127	145
128	135
130	140
131	134
132	143
134	137
135	144
136	145
137	146
139	141
141	143
141	145
143	146
145	148
